Order_ID,Order_Date,Customer_ID,Product_ID,Quantity,Unit_Price,Discount,Gross_Sales,Discount_Amount,Net_Sales,Unit_Cost,Total_Cost,Profit,Payment_Method,Order_Status
ORD00094,6/4/2024,CUST0029,PROD005,7,444900,0.1,0,0,0,322200,0,0,Mobile Money,Cancelled
ORD01662,6/4/2024,CUST0154,PROD052,6,392100,0.05,2352600,117630,2234970,307200,1843200,391770,Card,Completed
ORD01355,6/5/2024,CUST0220,PROD043,3,188900,0.15,566700,85005,481695,153600,460800,20895,Mobile Money,Completed
ORD01514,6/5/2024,CUST0278,PROD039,10,481400,0.25,4814000,1203500,3610500,392300,3923000,-312500,Cash,Pending
ORD00025,6/6/2024,CUST0171,PROD056,8,58800,0.05,0,0,0,33300,0,0,Mobile Money,Cancelled
ORD01566,6/7/2024,CUST0285,PROD037,1,107900,0,107900,0,107900,59400,59400,48500,Mobile Money,Pending
ORD00409,6/7/2024,CUST0253,PROD049,4,4000,0.2,16000,3200,12800,2300,9200,3600,Card,Completed
ORD00258,6/8/2024,CUST0276,PROD059,10,534000,0.1,5340000,534000,4806000,343000,3430000,1376000,Card,Completed
ORD01501,6/8/2024,CUST0085,PROD023,10,121900,0.15,1219000,182850,1036150,79500,795000,241150,Mobile Money,Completed
ORD01321,6/8/2024,CUST0009,PROD044,7,11500,0,80500,0,80500,6400,44800,35700,Card,Completed
ORD02098,6/9/2024,CUST0143,PROD002,1,344400,0.1,0,0,0,273600,0,0,Card,Cancelled
ORD00436,6/9/2024,CUST0056,PROD014,8,249000,0.05,1992000,99600,1892400,141700,1133600,758800,Mobile Money,Completed
ORD00543,6/9/2024,CUST0264,PROD034,10,427500,0.15,4275000,641250,3633750,282400,2824000,809750,Card,Pending
ORD01602,6/9/2024,CUST0114,PROD048,7,414500,0.25,2901500,725375,2176125,303100,2121700,54425,Bank Transfer,Completed
ORD02464,6/9/2024,CUST0252,PROD011,6,20000,0.1,120000,12000,108000,13400,80400,27600,Bank Transfer,Pending
ORD00406,6/10/2024,CUST0116,PROD045,5,142000,0.1,710000,71000,639000,106400,532000,107000,Card,Pending
ORD01822,6/10/2024,CUST0236,PROD031,5,38500,0.1,192500,19250,173250,27800,139000,34250,Mobile Money,Completed
ORD00669,6/10/2024,CUST0293,PROD021,5,36000,0.1,0,0,0,21600,0,0,Card,Cancelled
ORD01276,6/10/2024,CUST0045,PROD050,9,79700,0,717300,0,717300,49400,444600,272700,Bank Transfer,Pending
ORD00877,6/10/2024,CUST0193,PROD040,2,273300,0.15,546600,81990,464610,185400,370800,93810,Mobile Money,Completed
ORD01422,6/10/2024,CUST0200,PROD035,9,82200,0.1,739800,73980,665820,54600,491400,174420,Bank Transfer,Completed
ORD01227,6/11/2024,CUST0050,PROD040,2,273300,0,546600,0,546600,185400,370800,175800,Card,Completed
ORD00495,6/11/2024,CUST0197,PROD023,1,121900,0,121900,0,121900,79500,79500,42400,Mobile Money,Completed
ORD01193,6/11/2024,CUST0177,PROD030,7,409300,0.1,2865100,286510,2578590,331400,2319800,258790,Card,Pending
ORD00630,6/12/2024,CUST0243,PROD049,9,4000,0.1,36000,3600,32400,2300,20700,11700,Bank Transfer,Pending
ORD00148,6/12/2024,CUST0192,PROD029,5,183600,0.2,918000,183600,734400,105400,527000,207400,Card,Completed
ORD02110,6/12/2024,CUST0101,PROD030,4,409300,0,1637200,0,1637200,331400,1325600,311600,Card,Pending
ORD01762,6/12/2024,CUST0271,PROD006,10,17200,0.1,172000,17200,154800,12200,122000,32800,Card,Completed
ORD00045,6/12/2024,CUST0166,PROD018,5,29300,0.15,146500,21975,124525,21500,107500,17025,Card,Completed
ORD01149,6/12/2024,CUST0155,PROD060,7,341700,0.2,2391900,478380,1913520,223100,1561700,351820,Card,Pending
ORD02049,6/12/2024,CUST0143,PROD031,5,38500,0.2,192500,38500,154000,27800,139000,15000,Bank Transfer,Completed
ORD00530,6/13/2024,CUST0284,PROD053,8,247900,0.05,1983200,99160,1884040,177100,1416800,467240,Card,Pending
ORD01143,6/13/2024,CUST0043,PROD043,5,188900,0.15,0,0,0,153600,0,0,Card,Cancelled
ORD01109,6/13/2024,CUST0294,PROD026,5,35000,0.05,175000,8750,166250,23500,117500,48750,Mobile Money,Pending
ORD01997,6/14/2024,CUST0013,PROD043,10,188900,0.15,0,0,0,153600,0,0,Card,Cancelled
ORD01417,6/14/2024,CUST0214,PROD011,7,20000,0.05,140000,7000,133000,13400,93800,39200,Bank Transfer,Completed
ORD02059,6/14/2024,CUST0237,PROD031,5,38500,0.2,192500,38500,154000,27800,139000,15000,Mobile Money,Completed
ORD01850,6/15/2024,CUST0012,PROD011,9,20000,0.25,180000,45000,135000,13400,120600,14400,Bank Transfer,Pending
ORD01890,6/16/2024,CUST0034,PROD052,7,392100,0.05,2744700,137235,2607465,307200,2150400,457065,Bank Transfer,Completed
ORD00936,6/16/2024,CUST0267,PROD015,7,24400,0.2,170800,34160,136640,17600,123200,13440,Mobile Money,Pending
ORD01796,6/17/2024,CUST0134,PROD058,8,228300,0.2,1826400,365280,1461120,139600,1116800,344320,Card,Completed
ORD00246,6/17/2024,CUST0255,PROD026,1,35000,0.05,35000,1750,33250,23500,23500,9750,Card,Pending
ORD01092,6/18/2024,CUST0179,PROD037,7,107900,0.15,755300,113295,642005,59400,415800,226205,Bank Transfer,Pending
ORD01666,6/18/2024,CUST0034,PROD010,1,41400,0.15,41400,6210,35190,29700,29700,5490,Card,Pending
ORD02079,6/18/2024,CUST0099,PROD041,9,24800,0.15,223200,33480,189720,16200,145800,43920,Cash,Completed
ORD01664,6/19/2024,CUST0079,PROD031,7,38500,0.2,269500,53900,215600,27800,194600,21000,Mobile Money,Completed
ORD02302,6/19/2024,CUST0188,PROD022,3,238700,0.05,716100,35805,680295,134700,404100,276195,Card,Completed
ORD01463,6/19/2024,CUST0050,PROD047,9,22800,0.2,205200,41040,164160,14000,126000,38160,Bank Transfer,Completed
ORD00274,6/20/2024,CUST0002,PROD005,8,444900,0.1,0,0,0,322200,0,0,Card,Cancelled
ORD01028,6/20/2024,CUST0222,PROD015,6,24400,0.1,0,0,0,17600,0,0,Bank Transfer,Cancelled
ORD00146,6/21/2024,CUST0056,PROD026,7,35000,0.15,245000,36750,208250,23500,164500,43750,Card,Completed
ORD00191,6/21/2024,CUST0167,PROD036,4,247600,0.1,0,0,0,191100,0,0,Card,Cancelled
ORD00788,6/21/2024,CUST0060,PROD012,8,9700,0.25,77600,19400,58200,7500,60000,-1800,Mobile Money,Completed
ORD00061,6/21/2024,CUST0193,PROD018,7,29300,0.1,205100,20510,184590,21500,150500,34090,Bank Transfer,Pending
ORD01676,6/21/2024,CUST0043,PROD023,7,121900,0.1,853300,85330,767970,79500,556500,211470,Mobile Money,Completed
ORD01421,6/21/2024,CUST0191,PROD043,10,188900,0.05,1889000,94450,1794550,153600,1536000,258550,Bank Transfer,Completed
ORD00953,6/22/2024,CUST0122,PROD039,8,481400,0.05,3851200,192560,3658640,392300,3138400,520240,Mobile Money,Completed
ORD00855,6/22/2024,CUST0212,PROD048,8,414500,0.05,0,0,0,303100,0,0,Mobile Money,Cancelled
ORD01479,6/23/2024,CUST0098,PROD054,10,37100,0.1,371000,37100,333900,25500,255000,78900,Mobile Money,Completed
ORD01381,6/23/2024,CUST0220,PROD045,10,142000,0.05,1420000,71000,1349000,106400,1064000,285000,Card,Pending
ORD02275,6/23/2024,CUST0039,PROD034,3,427500,0,1282500,0,1282500,282400,847200,435300,Mobile Money,Completed
ORD01870,6/23/2024,CUST0023,PROD037,6,107900,0.2,647400,129480,517920,59400,356400,161520,Bank Transfer,Pending
ORD02269,6/23/2024,CUST0100,PROD044,4,11500,0.1,46000,4600,41400,6400,25600,15800,Card,Completed
ORD00719,6/24/2024,CUST0163,PROD045,1,142000,0.2,142000,28400,113600,106400,106400,7200,Card,Completed
ORD02058,6/24/2024,CUST0221,PROD043,1,188900,0.2,188900,37780,151120,153600,153600,-2480,Card,Completed
ORD02196,6/25/2024,CUST0231,PROD042,3,9300,0.1,27900,2790,25110,5400,16200,8910,Mobile Money,Pending
ORD00561,6/25/2024,CUST0006,PROD034,5,427500,0.1,0,0,0,282400,0,0,Mobile Money,Cancelled
ORD01369,6/25/2024,CUST0035,PROD034,2,427500,0.05,0,0,0,282400,0,0,Bank Transfer,Cancelled
ORD02437,6/26/2024,CUST0218,PROD026,5,35000,0,175000,0,175000,23500,117500,57500,Card,Pending
ORD00619,6/26/2024,CUST0085,PROD050,1,79700,0.15,79700,11955,67745,49400,49400,18345,Cash,Completed
ORD01323,6/26/2024,CUST0267,PROD019,8,197300,0.05,1578400,78920,1499480,120800,966400,533080,Card,Pending
ORD00544,6/26/2024,CUST0071,PROD026,7,35000,0.1,245000,24500,220500,23500,164500,56000,Card,Pending
ORD00867,6/27/2024,CUST0212,PROD057,1,20100,0,20100,0,20100,11700,11700,8400,Card,Completed
ORD01921,6/27/2024,CUST0112,PROD025,8,72800,0.15,582400,87360,495040,59600,476800,18240,Card,Completed
ORD00002,6/28/2024,CUST0143,PROD047,8,22800,0,182400,0,182400,14000,112000,70400,Card,Completed
ORD01769,6/29/2024,CUST0174,PROD043,3,188900,0.05,0,0,0,153600,0,0,Bank Transfer,Cancelled
ORD01775,6/29/2024,CUST0273,PROD010,2,41400,0.05,82800,4140,78660,29700,59400,19260,Card,Completed
ORD00500,6/30/2024,CUST0020,PROD044,3,11500,0.05,34500,1725,32775,6400,19200,13575,Bank Transfer,Pending
ORD02491,6/30/2024,CUST0002,PROD032,2,439700,0.2,0,0,0,331400,0,0,Card,Cancelled
ORD00480,6/30/2024,CUST0166,PROD057,9,20100,0.05,0,0,0,11700,0,0,Bank Transfer,Cancelled
ORD01460,6/30/2024,CUST0070,PROD001,5,536800,0.05,2684000,134200,2549800,344100,1720500,829300,Bank Transfer,Completed
ORD00267,7/1/2024,CUST0111,PROD011,5,20000,0.1,0,0,0,13400,0,0,Mobile Money,Cancelled
ORD01872,7/1/2024,CUST0293,PROD030,3,409300,0.1,1227900,122790,1105110,331400,994200,110910,Bank Transfer,Pending
ORD00924,7/1/2024,CUST0154,PROD026,2,35000,0.1,70000,7000,63000,23500,47000,16000,Mobile Money,Pending
ORD01310,7/1/2024,CUST0093,PROD009,9,9600,0.15,86400,12960,73440,6200,55800,17640,Card,Pending
ORD00426,7/1/2024,CUST0138,PROD029,3,183600,0.1,550800,55080,495720,105400,316200,179520,Bank Transfer,Pending
ORD00127,7/1/2024,CUST0298,PROD038,6,109100,0.15,0,0,0,68900,0,0,Card,Cancelled
ORD00428,7/1/2024,CUST0200,PROD018,7,29300,0.15,205100,30765,174335,21500,150500,23835,Bank Transfer,Completed
ORD00155,7/1/2024,CUST0049,PROD037,2,107900,0,215800,0,215800,59400,118800,97000,Card,Completed
ORD01164,7/2/2024,CUST0118,PROD035,7,82200,0.1,575400,57540,517860,54600,382200,135660,Card,Pending
ORD01285,7/2/2024,CUST0030,PROD038,7,109100,0.2,763700,152740,610960,68900,482300,128660,Card,Completed
ORD02152,7/3/2024,CUST0216,PROD042,10,9300,0.1,93000,9300,83700,5400,54000,29700,Card,Completed
ORD01805,7/3/2024,CUST0026,PROD057,2,20100,0.25,40200,10050,30150,11700,23400,6750,Mobile Money,Completed
ORD02344,7/3/2024,CUST0088,PROD028,5,159200,0.1,0,0,0,112500,0,0,Mobile Money,Cancelled
ORD00338,7/4/2024,CUST0028,PROD052,8,392100,0.15,3136800,470520,2666280,307200,2457600,208680,Mobile Money,Completed
ORD01650,7/5/2024,CUST0055,PROD034,4,427500,0.1,0,0,0,282400,0,0,Card,Cancelled
ORD02132,7/5/2024,CUST0174,PROD001,9,536800,0.15,0,0,0,344100,0,0,Card,Cancelled
ORD00390,7/6/2024,CUST0181,PROD012,5,9700,0.2,48500,9700,38800,7500,37500,1300,Cash,Completed
ORD01023,7/6/2024,CUST0278,PROD037,4,107900,0.05,431600,21580,410020,59400,237600,172420,Card,Completed
ORD00483,7/6/2024,CUST0163,PROD026,5,35000,0.05,175000,8750,166250,23500,117500,48750,Bank Transfer,Completed
ORD02137,7/6/2024,CUST0294,PROD043,2,188900,0.1,377800,37780,340020,153600,307200,32820,Card,Completed
ORD01264,7/6/2024,CUST0153,PROD026,3,35000,0.1,0,0,0,23500,0,0,Bank Transfer,Cancelled
ORD00410,7/6/2024,CUST0143,PROD033,7,36700,0.05,256900,12845,244055,21900,153300,90755,Card,Pending
ORD01280,7/6/2024,CUST0070,PROD018,6,29300,0.15,175800,26370,149430,21500,129000,20430,Card,Pending
ORD01466,7/6/2024,CUST0264,PROD010,1,41400,0.1,41400,4140,37260,29700,29700,7560,Mobile Money,Completed
ORD01245,7/6/2024,CUST0025,PROD028,9,159200,0.1,0,0,0,112500,0,0,Bank Transfer,Cancelled
ORD01761,7/7/2024,CUST0155,PROD047,7,22800,0.25,0,0,0,14000,0,0,Mobile Money,Cancelled
ORD00250,7/8/2024,CUST0254,PROD010,2,41400,0.1,82800,8280,74520,29700,59400,15120,Mobile Money,Completed
ORD00907,7/8/2024,CUST0043,PROD059,1,534000,0.25,534000,133500,400500,343000,343000,57500,Card,Completed
ORD00708,7/8/2024,CUST0300,PROD005,6,444900,0.15,2669400,400410,2268990,322200,1933200,335790,Card,Completed
ORD00095,7/8/2024,CUST0296,PROD015,4,24400,0.15,97600,14640,82960,17600,70400,12560,Card,Completed
ORD01836,7/9/2024,CUST0046,PROD013,4,37000,0.05,148000,7400,140600,27000,108000,32600,Mobile Money,Completed
ORD00738,7/9/2024,CUST0225,PROD041,3,24800,0.1,74400,7440,66960,16200,48600,18360,Card,Completed
ORD00743,7/9/2024,CUST0106,PROD032,2,439700,0.1,0,0,0,331400,0,0,Bank Transfer,Cancelled
ORD01873,7/10/2024,CUST0009,PROD007,3,25700,0.1,77100,7710,69390,16900,50700,18690,Mobile Money,Completed
ORD00172,7/10/2024,CUST0266,PROD009,1,9600,0.1,9600,960,8640,6200,6200,2440,Bank Transfer,Completed
ORD02299,7/11/2024,CUST0252,PROD028,4,159200,0,636800,0,636800,112500,450000,186800,Card,Completed
ORD01047,7/11/2024,CUST0254,PROD040,3,273300,0.1,819900,81990,737910,185400,556200,181710,Bank Transfer,Completed
ORD01892,7/11/2024,CUST0010,PROD018,5,29300,0.15,146500,21975,124525,21500,107500,17025,Card,Pending
ORD01716,7/11/2024,CUST0089,PROD038,10,109100,0.15,1091000,163650,927350,68900,689000,238350,Card,Completed
ORD01252,7/12/2024,CUST0142,PROD008,6,284900,0.1,0,0,0,184900,0,0,Card,Cancelled
ORD02339,7/12/2024,CUST0150,PROD001,8,536800,0.1,0,0,0,344100,0,0,Card,Cancelled
ORD00876,7/12/2024,CUST0046,PROD024,5,148600,0.1,743000,74300,668700,96300,481500,187200,Card,Completed
ORD01219,7/12/2024,CUST0077,PROD024,2,148600,0.2,0,0,0,96300,0,0,Mobile Money,Cancelled
ORD01842,7/12/2024,CUST0272,PROD019,6,197300,0.05,1183800,59190,1124610,120800,724800,399810,Card,Completed
ORD02447,7/13/2024,CUST0237,PROD014,3,249000,0.2,747000,149400,597600,141700,425100,172500,Card,Pending
ORD01026,7/13/2024,CUST0108,PROD034,5,427500,0,2137500,0,2137500,282400,1412000,725500,Bank Transfer,Completed
ORD02273,7/13/2024,CUST0251,PROD006,2,17200,0.2,34400,6880,27520,12200,24400,3120,Bank Transfer,Completed
ORD01512,7/13/2024,CUST0100,PROD029,4,183600,0.05,0,0,0,105400,0,0,Bank Transfer,Cancelled
ORD01044,7/14/2024,CUST0019,PROD032,7,439700,0.15,0,0,0,331400,0,0,Cash,Cancelled
ORD02178,7/14/2024,CUST0019,PROD034,5,427500,0.25,0,0,0,282400,0,0,Bank Transfer,Cancelled
ORD00006,7/14/2024,CUST0187,PROD005,1,444900,0.1,0,0,0,322200,0,0,Bank Transfer,Cancelled
ORD00679,7/14/2024,CUST0285,PROD025,1,72800,0,72800,0,72800,59600,59600,13200,Card,Completed
ORD00513,7/14/2024,CUST0100,PROD010,3,41400,0.2,124200,24840,99360,29700,89100,10260,Cash,Completed
ORD01946,7/15/2024,CUST0266,PROD002,8,344400,0.1,2755200,275520,2479680,273600,2188800,290880,Card,Completed
ORD01370,7/16/2024,CUST0183,PROD044,3,11500,0.25,34500,8625,25875,6400,19200,6675,Bank Transfer,Completed
ORD00438,7/16/2024,CUST0197,PROD051,6,121500,0.1,729000,72900,656100,92700,556200,99900,Bank Transfer,Completed
ORD00565,7/16/2024,CUST0271,PROD051,5,121500,0,607500,0,607500,92700,463500,144000,Bank Transfer,Completed
ORD01846,7/16/2024,CUST0134,PROD013,6,37000,0.05,222000,11100,210900,27000,162000,48900,Card,Completed
ORD01731,7/17/2024,CUST0229,PROD027,8,25700,0.25,205600,51400,154200,16400,131200,23000,Bank Transfer,Pending
ORD01540,7/17/2024,CUST0056,PROD050,7,79700,0.1,0,0,0,49400,0,0,Bank Transfer,Cancelled
ORD02324,7/17/2024,CUST0038,PROD010,1,41400,0.1,41400,4140,37260,29700,29700,7560,Bank Transfer,Pending
ORD00524,7/17/2024,CUST0239,PROD003,6,6900,0.15,41400,6210,35190,5200,31200,3990,Card,Pending
ORD00199,7/18/2024,CUST0208,PROD053,9,247900,0.1,2231100,223110,2007990,177100,1593900,414090,Card,Completed
ORD00189,7/18/2024,CUST0106,PROD007,9,25700,0.15,231300,34695,196605,16900,152100,44505,Mobile Money,Completed
ORD00733,7/19/2024,CUST0088,PROD054,2,37100,0.1,74200,7420,66780,25500,51000,15780,Bank Transfer,Completed
ORD01098,7/19/2024,CUST0042,PROD044,9,11500,0.1,103500,10350,93150,6400,57600,35550,Cash,Pending
ORD00839,7/19/2024,CUST0098,PROD025,10,72800,0,728000,0,728000,59600,596000,132000,Bank Transfer,Completed
ORD01247,7/19/2024,CUST0297,PROD008,3,284900,0,0,0,0,184900,0,0,Mobile Money,Cancelled
ORD02386,7/19/2024,CUST0017,PROD058,4,228300,0.15,913200,136980,776220,139600,558400,217820,Bank Transfer,Completed
ORD00976,7/20/2024,CUST0181,PROD025,5,72800,0.15,364000,54600,309400,59600,298000,11400,Card,Completed
ORD01051,7/20/2024,CUST0229,PROD024,8,148600,0.05,0,0,0,96300,0,0,Cash,Cancelled
ORD01973,7/20/2024,CUST0232,PROD012,7,9700,0.05,67900,3395,64505,7500,52500,12005,Card,Completed
ORD00388,7/20/2024,CUST0163,PROD016,9,6400,0.15,57600,8640,48960,4000,36000,12960,Bank Transfer,Completed
ORD01819,7/20/2024,CUST0078,PROD031,8,38500,0.15,308000,46200,261800,27800,222400,39400,Card,Completed
ORD02095,7/21/2024,CUST0256,PROD056,3,58800,0.1,176400,17640,158760,33300,99900,58860,Card,Completed
ORD00809,7/21/2024,CUST0036,PROD039,9,481400,0.1,0,0,0,392300,0,0,Bank Transfer,Cancelled
ORD00520,7/21/2024,CUST0288,PROD007,10,25700,0.05,257000,12850,244150,16900,169000,75150,Cash,Completed
ORD00297,7/21/2024,CUST0182,PROD015,7,24400,0.1,170800,17080,153720,17600,123200,30520,Card,Completed
ORD01988,7/22/2024,CUST0030,PROD034,8,427500,0.05,0,0,0,282400,0,0,Bank Transfer,Cancelled
ORD02463,7/22/2024,CUST0089,PROD040,6,273300,0.05,1639800,81990,1557810,185400,1112400,445410,Card,Completed
ORD01065,7/22/2024,CUST0172,PROD060,8,341700,0.1,2733600,273360,2460240,223100,1784800,675440,Card,Completed
ORD01218,7/22/2024,CUST0158,PROD054,7,37100,0.15,259700,38955,220745,25500,178500,42245,Card,Pending
ORD01331,7/23/2024,CUST0073,PROD004,4,560000,0.2,2240000,448000,1792000,348100,1392400,399600,Card,Completed
ORD01518,7/23/2024,CUST0097,PROD055,4,175400,0.15,701600,105240,596360,104000,416000,180360,Card,Completed
ORD02153,7/23/2024,CUST0177,PROD014,7,249000,0.1,0,0,0,141700,0,0,Cash,Cancelled
ORD00503,7/23/2024,CUST0242,PROD047,2,22800,0.05,0,0,0,14000,0,0,Bank Transfer,Cancelled
ORD02282,7/23/2024,CUST0285,PROD006,8,17200,0.1,137600,13760,123840,12200,97600,26240,Cash,Pending
ORD01916,7/24/2024,CUST0139,PROD021,6,36000,0.1,0,0,0,21600,0,0,Card,Cancelled
ORD02255,7/24/2024,CUST0087,PROD060,8,341700,0.1,2733600,273360,2460240,223100,1784800,675440,Mobile Money,Completed
ORD00040,7/24/2024,CUST0268,PROD002,9,344400,0.05,3099600,154980,2944620,273600,2462400,482220,Bank Transfer,Pending
ORD02360,7/24/2024,CUST0196,PROD059,8,534000,0.05,4272000,213600,4058400,343000,2744000,1314400,Bank Transfer,Completed
ORD01804,7/24/2024,CUST0161,PROD028,10,159200,0,1592000,0,1592000,112500,1125000,467000,Card,Completed
ORD02159,7/25/2024,CUST0114,PROD032,1,439700,0.1,439700,43970,395730,331400,331400,64330,Card,Completed
ORD02432,7/25/2024,CUST0128,PROD018,1,29300,0.15,29300,4395,24905,21500,21500,3405,Mobile Money,Completed
ORD02458,7/25/2024,CUST0238,PROD029,9,183600,0.05,1652400,82620,1569780,105400,948600,621180,Card,Completed
ORD00754,7/25/2024,CUST0182,PROD029,5,183600,0.15,918000,137700,780300,105400,527000,253300,Card,Pending
ORD02306,7/25/2024,CUST0076,PROD040,5,273300,0.15,1366500,204975,1161525,185400,927000,234525,Card,Completed
ORD01993,7/26/2024,CUST0186,PROD006,9,17200,0.1,0,0,0,12200,0,0,Bank Transfer,Cancelled
ORD01350,7/27/2024,CUST0209,PROD048,5,414500,0,2072500,0,2072500,303100,1515500,557000,Card,Completed
ORD00366,7/27/2024,CUST0208,PROD037,3,107900,0.2,323700,64740,258960,59400,178200,80760,Cash,Completed
ORD00979,7/28/2024,CUST0244,PROD010,8,41400,0.1,331200,33120,298080,29700,237600,60480,Cash,Pending
ORD01410,7/28/2024,CUST0054,PROD060,9,341700,0.05,3075300,153765,2921535,223100,2007900,913635,Cash,Completed
ORD00755,7/28/2024,CUST0144,PROD003,1,6900,0.15,6900,1035,5865,5200,5200,665,Bank Transfer,Completed
ORD00638,7/28/2024,CUST0188,PROD042,3,9300,0.15,27900,4185,23715,5400,16200,7515,Bank Transfer,Completed
ORD01922,7/28/2024,CUST0008,PROD026,3,35000,0,105000,0,105000,23500,70500,34500,Card,Completed
ORD01589,7/28/2024,CUST0031,PROD022,9,238700,0.2,0,0,0,134700,0,0,Mobile Money,Cancelled
ORD00692,7/29/2024,CUST0022,PROD055,10,175400,0.2,1754000,350800,1403200,104000,1040000,363200,Mobile Money,Completed
ORD00219,7/29/2024,CUST0281,PROD012,10,9700,0.1,97000,9700,87300,7500,75000,12300,Bank Transfer,Completed
ORD00413,7/29/2024,CUST0277,PROD018,6,29300,0.1,175800,17580,158220,21500,129000,29220,Cash,Completed
ORD02397,7/29/2024,CUST0259,PROD030,6,409300,0.2,2455800,491160,1964640,331400,1988400,-23760,Card,Completed
ORD00375,7/29/2024,CUST0067,PROD058,9,228300,0.1,2054700,205470,1849230,139600,1256400,592830,Cash,Completed
ORD02080,7/30/2024,CUST0197,PROD024,6,148600,0.1,891600,89160,802440,96300,577800,224640,Mobile Money,Completed
ORD01788,7/30/2024,CUST0129,PROD007,9,25700,0.2,231300,46260,185040,16900,152100,32940,Bank Transfer,Completed
ORD02200,7/31/2024,CUST0213,PROD006,6,17200,0.2,103200,20640,82560,12200,73200,9360,Card,Completed
ORD00143,7/31/2024,CUST0072,PROD009,8,9600,0.25,76800,19200,57600,6200,49600,8000,Card,Completed
ORD00599,7/31/2024,CUST0069,PROD012,3,9700,0.15,29100,4365,24735,7500,22500,2235,Card,Completed
ORD01003,7/31/2024,CUST0292,PROD017,3,3200,0.1,9600,960,8640,2300,6900,1740,Cash,Completed
ORD00140,7/31/2024,CUST0293,PROD057,7,20100,0.15,140700,21105,119595,11700,81900,37695,Bank Transfer,Completed
ORD00306,7/31/2024,CUST0140,PROD036,3,247600,0.2,742800,148560,594240,191100,573300,20940,Card,Completed
ORD01814,7/31/2024,CUST0049,PROD033,7,36700,0.15,256900,38535,218365,21900,153300,65065,Card,Completed
ORD00883,8/1/2024,CUST0029,PROD020,8,27300,0.15,218400,32760,185640,18400,147200,38440,Card,Completed
ORD01141,8/1/2024,CUST0190,PROD021,9,36000,0.2,324000,64800,259200,21600,194400,64800,Card,Completed
ORD02154,8/1/2024,CUST0080,PROD012,8,9700,0.25,77600,19400,58200,7500,60000,-1800,Bank Transfer,Completed
ORD00596,8/1/2024,CUST0083,PROD007,3,25700,0.2,77100,15420,61680,16900,50700,10980,Mobile Money,Completed
ORD01508,8/1/2024,CUST0201,PROD011,10,20000,0.1,200000,20000,180000,13400,134000,46000,Bank Transfer,Completed
ORD01959,8/2/2024,CUST0074,PROD026,2,35000,0.2,70000,14000,56000,23500,47000,9000,Card,Pending
ORD01291,8/2/2024,CUST0004,PROD047,2,22800,0.1,0,0,0,14000,0,0,Bank Transfer,Cancelled
ORD01957,8/2/2024,CUST0298,PROD033,7,36700,0.15,256900,38535,218365,21900,153300,65065,Card,Completed
ORD01180,8/3/2024,CUST0193,PROD003,3,6900,0.05,20700,1035,19665,5200,15600,4065,Cash,Completed
ORD01561,8/3/2024,CUST0296,PROD013,10,37000,0.25,370000,92500,277500,27000,270000,7500,Card,Completed
ORD00026,8/3/2024,CUST0074,PROD029,10,183600,0.15,1836000,275400,1560600,105400,1054000,506600,Bank Transfer,Completed
ORD02479,8/4/2024,CUST0079,PROD025,7,72800,0.15,509600,76440,433160,59600,417200,15960,Card,Completed
ORD00247,8/4/2024,CUST0190,PROD013,1,37000,0.1,0,0,0,27000,0,0,Card,Cancelled
ORD01378,8/5/2024,CUST0179,PROD006,2,17200,0.15,0,0,0,12200,0,0,Cash,Cancelled
ORD01522,8/5/2024,CUST0216,PROD026,2,35000,0.2,70000,14000,56000,23500,47000,9000,Mobile Money,Completed
ORD01970,8/5/2024,CUST0232,PROD035,8,82200,0.05,657600,32880,624720,54600,436800,187920,Cash,Pending
ORD00707,8/5/2024,CUST0278,PROD004,1,560000,0.1,560000,56000,504000,348100,348100,155900,Bank Transfer,Completed
ORD02002,8/6/2024,CUST0229,PROD057,6,20100,0.1,120600,12060,108540,11700,70200,38340,Card,Completed
ORD00759,8/6/2024,CUST0166,PROD048,2,414500,0.1,0,0,0,303100,0,0,Card,Cancelled
ORD00496,8/7/2024,CUST0058,PROD009,9,9600,0.05,86400,4320,82080,6200,55800,26280,Bank Transfer,Completed
ORD02405,8/7/2024,CUST0155,PROD042,6,9300,0.15,0,0,0,5400,0,0,Mobile Money,Cancelled
ORD00650,8/7/2024,CUST0043,PROD006,5,17200,0.2,0,0,0,12200,0,0,Bank Transfer,Cancelled
ORD00235,8/7/2024,CUST0072,PROD030,7,409300,0.15,2865100,429765,2435335,331400,2319800,115535,Mobile Money,Completed
ORD00494,8/7/2024,CUST0006,PROD055,9,175400,0,1578600,0,1578600,104000,936000,642600,Cash,Completed
ORD00397,8/8/2024,CUST0087,PROD005,8,444900,0.15,3559200,533880,3025320,322200,2577600,447720,Mobile Money,Completed
ORD00107,8/8/2024,CUST0088,PROD016,2,6400,0.2,12800,2560,10240,4000,8000,2240,Card,Completed
ORD01744,8/8/2024,CUST0042,PROD047,10,22800,0.15,0,0,0,14000,0,0,Cash,Cancelled
ORD02355,8/8/2024,CUST0146,PROD011,1,20000,0.15,20000,3000,17000,13400,13400,3600,Card,Completed
ORD00281,8/9/2024,CUST0238,PROD039,6,481400,0.1,2888400,288840,2599560,392300,2353800,245760,Mobile Money,Completed
ORD02449,8/9/2024,CUST0070,PROD026,2,35000,0.1,0,0,0,23500,0,0,Card,Cancelled
ORD00811,8/9/2024,CUST0022,PROD046,9,29300,0.05,263700,13185,250515,22200,199800,50715,Mobile Money,Completed
